RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID,site.code,array.code,combo,counter,first_or_last
2015-6006,2019-03-24T23:36:07Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,796259,B1b,B1,BA84B1b,1,TRUE
2017-6038,2019-03-24T23:36:17Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,796266,B1a,B1,BA84B1a,1,FALSE
2015-6006,2019-03-24T23:36:17Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,796265,B1b,B1,BA84B1b,1,TRUE
2017-6038,2019-03-24T23:36:32Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,796277,B1a,B1,BA84B1a,1,FALSE
2015-6006,2019-03-24T23:36:32Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,796276,B1b,B1,BA84B1b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA85,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.66,78,NA,REL,REL,BA85REL,1,FALSE
156014,2019-02-28T18:12:43Z,BA85,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.66,78,235,A1,A1,BA85A1,1,TRUE
2017-6032,2019-03-28T18:10:23Z,BA85,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.66,78,1028737,A2,A2,BA85A2,1,TRUE
2017-6013,2019-03-28T19:42:58Z,BA85,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.66,78,1033901,A3,A3,BA85A3,1,TRUE
20187021,2019-03-28T20:36:37Z,BA85,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.66,78,1035166,A4,A4,BA85A4,1,TRUE
2017-6005,2019-03-29T08:33:08Z,BA85,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.66,78,1062922,A5,A5,BA85A5,1,TRUE
2017-6030,2019-03-29T23:01:55Z,BA85,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.66,78,1092307,A6,A6,BA85A6,1,TRUE
2015-6001,2019-04-07T17:46:55Z,BA85,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.66,78,1604162,A8,A8,BA85A8,1,TRUE
2015-6013,2019-04-07T21:24:20Z,BA85,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.66,78,1613737,A9,A9,BA85A9,1,TRUE
am18-6006,2019-04-08T01:57:53Z,BA85,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.66,78,1623603,A11,A11,BA85A11,1,TRUE
2015-6006,2019-04-08T02:26:36Z,BA85,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.66,78,1624566,B1b,B1,BA85B1b,1,TRUE
2015-6041,2019-04-08T23:48:10Z,BA85,CC_RGU1_J,142.72,142.72,2019UP,NA,37.82,-121.55,4.66,78,1675093,E1a,E1,BA85E1a,1,TRUE
2015-6033,2019-04-08T23:52:57Z,BA85,CC_RGD_1_J,142.72,142.72,2019UP,NA,37.83,-121.55,4.66,78,1675193,E1b,E1,BA85E1b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA86,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.3,81,NA,REL,REL,BA86REL,1,FALSE
156014,2019-02-28T19:35:41Z,BA86,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.3,81,9082,A1,A1,BA86A1,1,TRUE
2017-6032,2019-03-15T06:29:36Z,BA86,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5.3,81,225096,A2,A2,BA86A2,1,TRUE
2017-6013,2019-03-15T07:49:23Z,BA86,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.3,81,227880,A3,A3,BA86A3,1,TRUE
20187021,2019-03-22T07:15:12Z,BA86,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.3,81,635812,A4,A4,BA86A4,1,TRUE
2017-6005,2019-03-22T16:31:58Z,BA86,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.3,81,665363,A5,A5,BA86A5,1,TRUE
156008,2019-03-25T07:49:26Z,BA86,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.3,81,813305,A6,A6,BA86A6,1,TRUE
2017-6009,2019-03-26T10:08:34Z,BA86,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.3,81,875926,A10,A10,BA86A10,1,TRUE
am18-6006,2019-03-26T11:15:18Z,BA86,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.3,81,879773,A11,A11,BA86A11,1,TRUE
2017-6007,2019-03-26T11:43:57Z,BA86,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.3,81,881427,A12,A12,BA86A12,1,TRUE
2017-6002,2019-03-26T20:11:23Z,BA86,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.3,81,907301,A13,A13,BA86A13,1,TRUE
2017-6039,2019-03-26T23:05:07Z,BA86,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.3,81,911207,A14,A14,BA86A14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA89,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.6,84,NA,REL,REL,BA89REL,1,FALSE
156014,2019-02-28T18:21:09Z,BA89,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.6,84,3331,A1,A1,BA89A1,1,TRUE
2018-6013,2019-03-03T07:14:24Z,BA89,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.6,84,49792,A3,A3,BA89A3,1,TRUE
2017-6015,2019-03-03T08:21:07Z,BA89,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.6,84,50701,A4,A4,BA89A4,1,TRUE
2017-6005,2019-03-04T15:40:21Z,BA89,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.6,84,62970,A5,A5,BA89A5,1,TRUE
2017-6030,2019-04-06T09:02:00Z,BA89,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.6,84,1515863,A6,A6,BA89A6,1,TRUE
2015-6001,2019-04-06T20:24:45Z,BA89,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.6,84,1543308,A8,A8,BA89A8,1,TRUE
2015-6013,2019-04-06T23:23:06Z,BA89,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.6,84,1551231,A9,A9,BA89A9,1,TRUE
sm18-7023,2019-04-07T03:15:33Z,BA89,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.6,84,1559420,A11,A11,BA89A11,1,TRUE
2015-6006,2019-04-07T03:41:49Z,BA89,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.6,84,1560546,B1b,B1,BA89B1b,1,TRUE
2015-6036,2019-04-07T23:39:04Z,BA89,OR_hwy4_2_J,134.32,134.32,2019UP,NA,37.89,-121.56,5.6,84,1619337,B2,B2,BA89B2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA8D,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,78,NA,REL,REL,BA8DREL,1,FALSE
156014,2019-02-28T18:18:50Z,BA8D,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.9,78,2183,A1,A1,BA8DA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA90,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,77,NA,REL,REL,BA90REL,1,FALSE
156014,2019-03-02T12:08:08Z,BA90,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,77,42217,A1,A1,BA90A1,1,TRUE
2018-6013,2019-03-02T21:58:31Z,BA90,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.5,77,48868,A3,A3,BA90A3,1,TRUE
2017-6015,2019-03-02T23:05:35Z,BA90,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.5,77,49004,A4,A4,BA90A4,1,TRUE
2017-6005,2019-03-30T03:19:11Z,BA90,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.5,77,1098754,A5,A5,BA90A5,1,TRUE
156008,2019-03-30T15:40:37Z,BA90,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.5,77,1123674,A6,A6,BA90A6,1,TRUE
2015-6001,2019-03-31T01:23:09Z,BA90,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.5,77,1137901,A8,A8,BA90A8,1,TRUE
2017-6016,2019-03-31T04:23:56Z,BA90,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.5,77,1143410,A9,A9,BA90A9,1,TRUE
2017-6009,2019-03-31T06:49:55Z,BA90,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.5,77,1148220,A10,A10,BA90A10,1,TRUE
am18-6006,2019-03-31T08:06:19Z,BA90,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.5,77,1150556,A11,A11,BA90A11,1,TRUE
2017-6007,2019-03-31T08:48:25Z,BA90,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.5,77,1152196,A12,A12,BA90A12,1,TRUE
2017-6028,2019-03-31T16:55:25Z,BA90,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.5,77,1170525,A13,A13,BA90A13,1,TRUE
2017-6039,2019-03-31T21:00:39Z,BA90,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.5,77,1177040,A14,A14,BA90A14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA97,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,76,NA,REL,REL,BA97REL,1,FALSE
2017-6031,2019-02-28T18:20:17Z,BA97,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.4,76,2931,A1,A1,BA97A1,1,TRUE
2017-6013,2019-03-03T19:53:11Z,BA97,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.4,76,56905,A3,A3,BA97A3,1,TRUE
2017-6015,2019-03-04T06:20:42Z,BA97,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.4,76,58577,A4,A4,BA97A4,1,TRUE
2017-6005,2019-03-30T06:55:25Z,BA97,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.4,76,1107473,A5,A5,BA97A5,1,TRUE
156008,2019-03-31T03:24:46Z,BA97,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.4,76,1141606,A6,A6,BA97A6,1,TRUE
2015-6001,2019-04-01T01:53:41Z,BA97,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.4,76,1187924,A8,A8,BA97A8,1,TRUE
2015-6013,2019-04-01T04:28:53Z,BA97,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.4,76,1194444,A9,A9,BA97A9,1,TRUE
am18-6002,2019-04-01T08:11:08Z,BA97,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,76,1206060,A11,A11,BA97A11,1,TRUE
2017-6007,2019-04-01T08:31:51Z,BA97,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.4,76,1207417,A12,A12,BA97A12,1,TRUE
2017-6028,2019-04-01T12:08:58Z,BA97,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.4,76,1222626,A13,A13,BA97A13,1,TRUE
2017-6039,2019-04-01T19:37:11Z,BA97,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.4,76,1247586,A14,A14,BA97A14,1,TRUE
2015-6034,2019-04-02T20:21:40Z,BA97,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.4,76,1310131,A15a,A15,BA97A15a,1,TRUE
2017-6033,2019-04-02T20:51:44Z,BA97,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.4,76,1311048,A15b,A15,BA97A15b,1,TRUE
2017-6029,2019-04-06T23:01:49Z,BA97,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.4,76,1550383,A16a,A16,BA97A16a,1,TRUE
2017-6052,2019-04-06T23:33:46Z,BA97,SJ_JP_6_J,93.04,93.04,2019UP,NA,38.05,-121.69,4.4,76,1551560,A16b,A16,BA97A16b,1,TRUE
2017-6055,2019-04-07T02:19:18Z,BA97,SJ_JP_2_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.4,76,1557258,A16a,A16,BA97A16a,1,TRUE
2018-6012,2019-04-07T09:15:51Z,BA97,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,4.4,76,1577926,A16b,A16,BA97A16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA98,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,76,NA,REL,REL,BA98REL,1,FALSE
156014,2019-02-28T18:17:57Z,BA98,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,76,1806,A1,A1,BA98A1,1,TRUE
2018-6013,2019-03-01T14:42:48Z,BA98,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.5,76,31562,A3,A3,BA98A3,1,TRUE
2017-6015,2019-03-03T10:32:40Z,BA98,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.5,76,51856,A4,A4,BA98A4,1,TRUE
2017-6005,2019-04-01T05:09:21Z,BA98,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.5,76,1196193,A5,A5,BA98A5,1,TRUE
156008,2019-04-01T21:07:22Z,BA98,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.5,76,1251367,A6,A6,BA98A6,1,TRUE
am18-6006,2019-04-02T12:23:55Z,BA98,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.5,76,1292525,A11,A11,BA98A11,1,TRUE
2017-6007,2019-04-02T12:44:36Z,BA98,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.5,76,1293385,A12,A12,BA98A12,1,TRUE
2017-6028,2019-04-02T16:12:02Z,BA98,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.5,76,1301216,A13,A13,BA98A13,1,TRUE
2017-6039,2019-04-02T19:30:00Z,BA98,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.5,76,1308530,A14,A14,BA98A14,1,TRUE
2015-6034,2019-04-04T21:23:05Z,BA98,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.5,76,1429895,A15a,A15,BA98A15a,1,TRUE
2017-6033,2019-04-04T21:59:12Z,BA98,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.5,76,1431228,A15b,A15,BA98A15b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA99,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.89,80,NA,REL,REL,BA99REL,1,FALSE
2017-6031,2019-02-28T18:17:34Z,BA99,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.89,80,1686,A1,A1,BA99A1,1,TRUE
2017-6013,2019-04-04T02:10:19Z,BA99,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.89,80,1380672,A3,A3,BA99A3,1,TRUE
2017-6015,2019-04-04T03:07:05Z,BA99,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.89,80,1383153,A4,A4,BA99A4,1,TRUE
2017-6005,2019-04-04T11:38:36Z,BA99,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.89,80,1405342,A5,A5,BA99A5,1,TRUE
156008,2019-04-05T00:36:13Z,BA99,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.89,80,1435626,A6,A6,BA99A6,1,TRUE
2015-6001,2019-04-05T15:41:23Z,BA99,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.89,80,1471957,A8,A8,BA99A8,1,TRUE
2015-6013,2019-04-05T18:50:07Z,BA99,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.89,80,1480625,A9,A9,BA99A9,1,TRUE
2017-6009,2019-04-05T21:28:31Z,BA99,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.89,80,1486596,A10,A10,BA99A10,1,TRUE
sm18-7023,2019-04-05T22:28:17Z,BA99,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.89,80,1489599,A11,A11,BA99A11,1,TRUE
2015-6006,2019-04-05T22:53:01Z,BA99,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.89,80,1490772,B1b,B1,BA99B1b,1,TRUE
2015-6036,2019-04-08T15:10:21Z,BA99,OR_hwy4_2_J,134.32,134.32,2019UP,NA,37.89,-121.56,4.89,80,1658159,B2,B2,BA99B2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BA9E,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.58,82,NA,REL,REL,BA9EREL,1,FALSE
156014,2019-02-28T18:18:16Z,BA9E,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.58,82,1932,A1,A1,BA9EA1,1,TRUE
2017-6013,2019-03-01T18:14:32Z,BA9E,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.58,82,34743,A3,A3,BA9EA3,1,TRUE
2017-6015,2019-03-01T20:36:31Z,BA9E,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.58,82,35767,A4,A4,BA9EA4,1,TRUE
2017-6005,2019-03-04T00:41:17Z,BA9E,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.58,82,58297,A5,A5,BA9EA5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAB0,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.47,86,NA,REL,REL,BAB0REL,1,FALSE
156014,2019-02-28T18:21:21Z,BAB0,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.47,86,3421,A1,A1,BAB0A1,1,TRUE
2017-6013,2019-03-18T08:19:41Z,BAB0,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.47,86,399494,A3,A3,BAB0A3,1,TRUE
20187021,2019-03-19T11:52:45Z,BAB0,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.47,86,491328,A4,A4,BAB0A4,1,TRUE
2017-6005,2019-03-20T10:20:08Z,BAB0,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.47,86,550957,A5,A5,BAB0A5,1,TRUE
156008,2019-03-21T22:11:30Z,BAB0,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,6.47,86,620676,A6,A6,BAB0A6,1,TRUE
2017-6020,2019-03-22T08:07:35Z,BAB0,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,6.47,86,638065,A7,A7,BAB0A7,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAB3,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.2,79,NA,REL,REL,BAB3REL,1,FALSE
156014,2019-02-28T18:16:15Z,BAB3,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.2,79,1228,A1,A1,BAB3A1,1,TRUE
2017-6013,2019-03-10T08:21:38Z,BAB3,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.2,79,99083,A3,A3,BAB3A3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAB7,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,77,NA,REL,REL,BAB7REL,1,FALSE
156014,2019-02-28T18:17:49Z,BAB7,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,77,1757,A1,A1,BAB7A1,1,TRUE
2017-6013,2019-03-02T06:01:13Z,BAB7,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.6,77,37595,A3,A3,BAB7A3,1,TRUE
20187021,2019-03-11T20:00:46Z,BAB7,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.6,77,107952,A4,A4,BAB7A4,1,TRUE
2017-6005,2019-03-13T11:01:11Z,BAB7,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.6,77,149112,A5,A5,BAB7A5,1,TRUE
156008,2019-03-14T06:13:01Z,BAB7,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,77,181728,A6,A6,BAB7A6,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAB8,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,79,NA,REL,REL,BAB8REL,1,FALSE
156014,2019-02-28T22:02:36Z,BAB8,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,79,12160,A1,A1,BAB8A1,1,TRUE
2017-6013,2019-03-18T06:35:18Z,BAB8,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.8,79,393149,A3,A3,BAB8A3,1,TRUE
20187021,2019-03-19T15:31:31Z,BAB8,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.8,79,511599,A4,A4,BAB8A4,1,TRUE
2017-6005,2019-03-20T07:57:55Z,BAB8,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.8,79,546666,A5,A5,BAB8A5,1,TRUE
2017-6030,2019-03-27T00:35:37Z,BAB8,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.8,79,914595,A6,A6,BAB8A6,1,TRUE
2015-6013,2019-03-27T17:42:04Z,BAB8,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.8,79,963638,A9,A9,BAB8A9,1,TRUE
am18-6006,2019-04-14T00:41:54Z,BAB8,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.8,79,1898185,A11,A11,BAB8A11,1,TRUE
2015-6006,2019-04-14T01:05:52Z,BAB8,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.8,79,1899397,B1b,B1,BAB8B1b,1,TRUE
156037,2019-04-17T06:24:34Z,BAB8,CVPU_J,144.53,144.53,2019UP,NA,37.81,-121.55,4.8,79,2030052,D1a,D1,BAB8D1a,1,TRUE
2015-6005,2019-04-17T20:06:59Z,BAB8,OR_hwy4_1_J,134.39,134.39,2019UP,NA,37.89,-121.56,4.8,79,2052155,B2,B2,BAB8B2,1,TRUE
156037,2019-04-23T19:31:20Z,BAB8,CVPU_J,144.53,144.53,2019UP,NA,37.81,-121.55,4.8,79,2320567,D1a,D1,BAB8D1a,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAB9,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,77,NA,REL,REL,BAB9REL,1,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BABD,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,79,NA,REL,REL,BABDREL,1,FALSE
2017-6031,2019-03-01T13:08:16Z,BABD,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.9,79,29712,A1,A1,BABDA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAC2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,81,NA,REL,REL,BAC2REL,1,FALSE
156014,2019-02-28T18:23:27Z,BAC2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,81,4274,A1,A1,BAC2A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAC8,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.3,80,NA,REL,REL,BAC8REL,1,FALSE
156014,2019-02-28T18:18:37Z,BAC8,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.3,80,2073,A1,A1,BAC8A1,1,TRUE
2017-6013,2019-03-01T07:50:17Z,BAC8,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.3,80,24966,A3,A3,BAC8A3,1,TRUE
20187021,2019-03-24T20:54:34Z,BAC8,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.3,80,792118,A4,A4,BAC8A4,1,TRUE
2017-6005,2019-03-25T03:51:25Z,BAC8,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.3,80,804464,A5,A5,BAC8A5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BAC9,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.2,86,NA,REL,REL,BAC9REL,1,FALSE
156014,2019-02-28T18:25:52Z,BAC9,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.2,86,5047,A1,A1,BAC9A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BACB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,80,NA,REL,REL,BACBREL,1,FALSE
156014,2019-02-28T19:32:26Z,BACB,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,80,8987,A1,A1,BACBA1,1,TRUE
2017-6013,2019-03-01T13:34:37Z,BACB,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5,80,30194,A3,A3,BACBA3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BACC,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.44,76,NA,REL,REL,BACCREL,1,FALSE
156014,2019-03-01T07:38:03Z,BACC,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.44,76,24716,A1,A1,BACCA1,1,TRUE
2017-6013,2019-03-18T20:13:01Z,BACC,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.44,76,449058,A3,A3,BACCA3,1,TRUE
20187021,2019-03-18T21:07:42Z,BACC,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.44,76,451350,A4,A4,BACCA4,1,TRUE
